Year,SERIES,SEX,AGE,URBANISATION,INCOME_WEALTH_QUANTILE,EDUCATION_LEV,CUST_BREAKDOWN,COMPOSITE_BREAKDOWN,DISABILITY_STATUS,ACTIVITY,PRODUCT,DATA_LAST_UPDATE,CUST_BREAKDOWN_LB,Value
2014,SE_ADT_ACTS,,Y15T24,,,,,SKILL_ICTTRFF,,,,2023-03-13,,4.79673
2020,SE_ADT_ACTS,,Y15T24,,,,,SKILL_ICTTRFF,,,,2023-03-13,,15.93505
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTATCH,,,,2023-03-13,,7.39504
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTATCH,,,,2023-03-13,,41.23166
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTCDV,,,,2023-03-13,,2.8836
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTCDV,,,,2023-03-13,,7.42619
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTCMFL,,,,2023-03-13,,8.0549
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTCPT,,,,2023-03-13,,5.80599
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTCPT,,,,2023-03-13,,15.31549
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.97717
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTPRGM,,,,2023-03-13,,2.18583
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,11.54712
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTPST,,,,2023-03-13,,2.91454
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTPST,,,,2023-03-13,,5.99191
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,12.60118
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTSFWR,,,,2023-03-13,,2.97345
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTSFWR,,,,2023-03-13,,13.79416
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTSSHT,,,,2023-03-13,,3.21127
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTSSHT,,,,2023-03-13,,7.57027
2014,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTTRFF,,,,2023-03-13,,5.07929
2020,SE_ADT_ACTS,,Y25T74,,,,,SKILL_ICTTRFF,,,,2023-03-13,,13.89597
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTATCH,,,,2023-03-13,,3.29341
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTATCH,,,,2023-03-13,,26.4576
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTCDV,,,,2023-03-13,,1.17201
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTCDV,,,,2023-03-13,,4.13408
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTCMFL,,,,2023-03-13,,3.85946
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTCPT,,,,2023-03-13,,2.67262
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTCPT,,,,2023-03-13,,9.39769
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.41763
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTPRGM,,,,2023-03-13,,1.05293
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,6.93806
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTPST,,,,2023-03-13,,1.25036
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTPST,,,,2023-03-13,,3.42699
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,7.20721
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTSFWR,,,,2023-03-13,,1.22841
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTSFWR,,,,2023-03-13,,8.17538
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTSSHT,,,,2023-03-13,,1.40697
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTSSHT,,,,2023-03-13,,4.34722
2014,SE_ADT_ACTS,F,,,,,,SKILL_ICTTRFF,,,,2023-03-13,,2.29541
2020,SE_ADT_ACTS,F,,,,,,SKILL_ICTTRFF,,,,2023-03-13,,8.47469
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTATCH,,,,2023-03-13,,0.7338
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTATCH,,,,2023-03-13,,20.27167
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTCDV,,,,2023-03-13,,0.3361
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTCDV,,,,2023-03-13,,1.40377
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTCMFL,,,,2023-03-13,,1.07076
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTCPT,,,,2023-03-13,,0.76782
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTCPT,,,,2023-03-13,,3.9402
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.1777
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.31608
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTPRVCY,,,,2023-03-13,,2.67029
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTPST,,,,2023-03-13,,0.38469
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTPST,,,,2023-03-13,,1.42412
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTSCRTY,,,,2023-03-13,,2.29196
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTSFWR,,,,2023-03-13,,0.40237
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTSFWR,,,,2023-03-13,,3.2207
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTSSHT,,,,2023-03-13,,0.35725
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTSSHT,,,,2023-03-13,,1.20154
2014,SE_ADT_ACTS,F,,R,,,,SKILL_ICTTRFF,,,,2023-03-13,,0.59187
2020,SE_ADT_ACTS,F,,R,,,,SKILL_ICTTRFF,,,,2023-03-13,,3.54128
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTATCH,,,,2023-03-13,,8.43538
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTATCH,,,,2023-03-13,,37.80268
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTCDV,,,,2023-03-13,,2.85131
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTCDV,,,,2023-03-13,,9.14152
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTCMFL,,,,2023-03-13,,9.4617
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTCPT,,,,2023-03-13,,6.49914
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTCPT,,,,2023-03-13,,19.40681
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.89966
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTPRGM,,,,2023-03-13,,2.40431
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTPRVCY,,,,2023-03-13,,14.7652
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTPST,,,,2023-03-13,,2.9894
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTPST,,,,2023-03-13,,7.10029
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTSCRTY,,,,2023-03-13,,16.22186
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTSFWR,,,,2023-03-13,,2.88785
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTSFWR,,,,2023-03-13,,17.26233
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTSSHT,,,,2023-03-13,,3.51573
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTSSHT,,,,2023-03-13,,10.11642
2014,SE_ADT_ACTS,F,,U,,,,SKILL_ICTTRFF,,,,2023-03-13,,5.71766
2020,SE_ADT_ACTS,F,,U,,,,SKILL_ICTTRFF,,,,2023-03-13,,17.52263
2014,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTATCH,,,,2023-03-13,,0.21505
2020,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTATCH,,,,2023-03-13,,7.83145
2014,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTCDV,,,,2023-03-13,,0.10969
2020,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTCDV,,,,2023-03-13,,0.23022
2014,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTCMFL,,,,2023-03-13,,0.29226
2014,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTCPT,,,,2023-03-13,,0.10464
2020,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTCPT,,,,2023-03-13,,0.71081
2014,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTPST,,,,2023-03-13,,0.0866
2014,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTSFWR,,,,2023-03-13,,0.0866
2014,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTSSHT,,,,2023-03-13,,0.02237
2020,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTSSHT,,,,2023-03-13,,1.13851
2014,SE_ADT_ACTS,F,Y_GE75,,,,,SKILL_ICTTRFF,,,,2023-03-13,,0.10969
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTATCH,,,,2023-03-13,,0.29814
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTATCH,,,,2023-03-13,,5.1597
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTCDV,,,,2023-03-13,,0.06586
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTCDV,,,,2023-03-13,,0.55456
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTCMFL,,,,2023-03-13,,0.79074
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTCPT,,,,2023-03-13,,0.54845
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTCPT,,,,2023-03-13,,1.56246
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.04012
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.06099
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,0.54893
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTPST,,,,2023-03-13,,0.13154
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTPST,,,,2023-03-13,,0.55742
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,0.59436
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTSFWR,,,,2023-03-13,,0.10282
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTSFWR,,,,2023-03-13,,1.04666
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTSSHT,,,,2023-03-13,,0.1786
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTSSHT,,,,2023-03-13,,0.68816
2014,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTTRFF,,,,2023-03-13,,0.17382
2020,SE_ADT_ACTS,F,Y0T14,,,,,SKILL_ICTTRFF,,,,2023-03-13,,1.0386
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTATCH,,,,2023-03-13,,4.56864
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTATCH,,,,2023-03-13,,36.50211
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTCDV,,,,2023-03-13,,1.62414
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTCDV,,,,2023-03-13,,6.90998
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTCMFL,,,,2023-03-13,,5.95597
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTCPT,,,,2023-03-13,,3.84076
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTCPT,,,,2023-03-13,,15.70965
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.55843
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTPRGM,,,,2023-03-13,,1.66257
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,12.54167
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTPST,,,,2023-03-13,,1.7871
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTPST,,,,2023-03-13,,5.48253
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,12.76572
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTSFWR,,,,2023-03-13,,2.00642
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTSFWR,,,,2023-03-13,,13.57548
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTSSHT,,,,2023-03-13,,1.82379
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTSSHT,,,,2023-03-13,,6.58262
2014,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTTRFF,,,,2023-03-13,,3.73815
2020,SE_ADT_ACTS,F,Y15T24,,,,,SKILL_ICTTRFF,,,,2023-03-13,,14.52262
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTATCH,,,,2023-03-13,,5.25702
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTATCH,,,,2023-03-13,,39.84083
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTCDV,,,,2023-03-13,,1.90811
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTCDV,,,,2023-03-13,,5.92319
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTCMFL,,,,2023-03-13,,5.52415
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTCPT,,,,2023-03-13,,3.95684
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTCPT,,,,2023-03-13,,13.21279
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.67627
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTPRGM,,,,2023-03-13,,1.62058
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,9.83174
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTPST,,,,2023-03-13,,1.95966
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTPST,,,,2023-03-13,,4.95453
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,10.31445
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTSFWR,,,,2023-03-13,,1.82516
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTSFWR,,,,2023-03-13,,11.81786
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTSSHT,,,,2023-03-13,,2.27103
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTSSHT,,,,2023-03-13,,6.41272
2014,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTTRFF,,,,2023-03-13,,3.43066
2020,SE_ADT_ACTS,F,Y25T74,,,,,SKILL_ICTTRFF,,,,2023-03-13,,12.08081
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTATCH,,,,2023-03-13,,5.30734
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTATCH,,,,2023-03-13,,26.53675
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTCDV,,,,2023-03-13,,2.20781
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTCDV,,,,2023-03-13,,5.51978
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTCMFL,,,,2023-03-13,,6.49777
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTCPT,,,,2023-03-13,,4.45003
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTCPT,,,,2023-03-13,,11.19117
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.73966
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTPRGM,,,,2023-03-13,,1.81607
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,8.54425
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTPST,,,,2023-03-13,,2.23437
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTPST,,,,2023-03-13,,4.40733
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,9.54282
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTSFWR,,,,2023-03-13,,2.43081
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTSFWR,,,,2023-03-13,,10.09915
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTSSHT,,,,2023-03-13,,2.28719
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTSSHT,,,,2023-03-13,,5.35983
2014,SE_ADT_ACTS,M,,,,,,SKILL_ICTTRFF,,,,2023-03-13,,4.13169
2020,SE_ADT_ACTS,M,,,,,,SKILL_ICTTRFF,,,,2023-03-13,,10.40125
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTATCH,,,,2023-03-13,,1.36755
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTATCH,,,,2023-03-13,,20.19146
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTCDV,,,,2023-03-13,,0.72175
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTCDV,,,,2023-03-13,,2.22773
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTCMFL,,,,2023-03-13,,1.86804
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTCPT,,,,2023-03-13,,1.38875
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTCPT,,,,2023-03-13,,4.58733
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.29358
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.67686
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTPRVCY,,,,2023-03-13,,3.36092
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTPST,,,,2023-03-13,,0.7095
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTPST,,,,2023-03-13,,1.84382
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTSCRTY,,,,2023-03-13,,3.43291
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTSFWR,,,,2023-03-13,,0.73798
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTSFWR,,,,2023-03-13,,4.07952
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTSSHT,,,,2023-03-13,,0.64265
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTSSHT,,,,2023-03-13,,1.69006
2014,SE_ADT_ACTS,M,,R,,,,SKILL_ICTTRFF,,,,2023-03-13,,1.21935
2020,SE_ADT_ACTS,M,,R,,,,SKILL_ICTTRFF,,,,2023-03-13,,4.52502
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTATCH,,,,2023-03-13,,13.48165
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTATCH,,,,2023-03-13,,38.23204
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTCDV,,,,2023-03-13,,5.29104
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTCDV,,,,2023-03-13,,11.5875
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTCMFL,,,,2023-03-13,,16.10352
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTCPT,,,,2023-03-13,,10.80162
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTCPT,,,,2023-03-13,,23.36299
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTPRGM,,,,2023-03-13,,1.66513
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTPRGM,,,,2023-03-13,,3.91578
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTPRVCY,,,,2023-03-13,,18.0979
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTPST,,,,2023-03-13,,5.39818
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTPST,,,,2023-03-13,,9.13224
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTSCRTY,,,,2023-03-13,,20.80426
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTSFWR,,,,2023-03-13,,5.94309
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTSFWR,,,,2023-03-13,,21.19419
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTSSHT,,,,2023-03-13,,5.69933
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTSSHT,,,,2023-03-13,,12.12375
2014,SE_ADT_ACTS,M,,U,,,,SKILL_ICTTRFF,,,,2023-03-13,,10.17421
2020,SE_ADT_ACTS,M,,U,,,,SKILL_ICTTRFF,,,,2023-03-13,,21.23199
2014,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTATCH,,,,2023-03-13,,0.68446
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTATCH,,,,2023-03-13,,13.06806
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTCDV,,,,2023-03-13,,1.77189
2014,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTCPT,,,,2023-03-13,,0.02829
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTCPT,,,,2023-03-13,,2.22436
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,1.38002
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTPST,,,,2023-03-13,,0.67093
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,0.67093
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTSFWR,,,,2023-03-13,,1.83796
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTSSHT,,,,2023-03-13,,0.67093
2020,SE_ADT_ACTS,M,Y_GE75,,,,,SKILL_ICTTRFF,,,,2023-03-13,,1.3587
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTATCH,,,,2023-03-13,,0.28092
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTATCH,,,,2023-03-13,,5.75116
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTCDV,,,,2023-03-13,,0.11297
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTCDV,,,,2023-03-13,,0.75619
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTCMFL,,,,2023-03-13,,0.93388
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTCPT,,,,2023-03-13,,0.56908
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTCPT,,,,2023-03-13,,1.81288
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.05056
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.10612
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,0.81597
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTPST,,,,2023-03-13,,0.20788
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTPST,,,,2023-03-13,,0.47522
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,1.13747
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTSFWR,,,,2023-03-13,,0.14336
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTSFWR,,,,2023-03-13,,1.20551
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTSSHT,,,,2023-03-13,,0.21869
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTSSHT,,,,2023-03-13,,0.65459
2014,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTTRFF,,,,2023-03-13,,0.29532
2020,SE_ADT_ACTS,M,Y0T14,,,,,SKILL_ICTTRFF,,,,2023-03-13,,1.37192
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTATCH,,,,2023-03-13,,6.08247
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTATCH,,,,2023-03-13,,36.07029
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTCDV,,,,2023-03-13,,2.71454
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTCDV,,,,2023-03-13,,7.79863
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTCMFL,,,,2023-03-13,,8.46014
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTCPT,,,,2023-03-13,,5.16014
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTCPT,,,,2023-03-13,,17.01032
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTPRGM,,,,2023-03-13,,0.92681
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTPRGM,,,,2023-03-13,,3.17903
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTPRVCY,,,,2023-03-13,,14.06093
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTPST,,,,2023-03-13,,2.66296
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTPST,,,,2023-03-13,,6.76527
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTSCRTY,,,,2023-03-13,,15.09607
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTSFWR,,,,2023-03-13,,3.1656
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTSFWR,,,,2023-03-13,,16.01887
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTSSHT,,,,2023-03-13,,2.38867
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTSSHT,,,,2023-03-13,,7.82327
2014,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTTRFF,,,,2023-03-13,,5.90161
2020,SE_ADT_ACTS,M,Y15T24,,,,,SKILL_ICTTRFF,,,,2023-03-13,,17.339
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTATCH,,,,2023-03-13,,9.92744
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTATCH,,,,2023-03-13,,42.92431
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTCDV,,,,2023-03-13,,4.03904
2020,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTCDV,,,,2023-03-13,,9.25534
2014,SE_ADT_ACTS,M,Y25T74,,,,,SKILL_ICTCMFL,,,,2023-03-13,,11.05247
