Year,SERIES,PRODUCT,UNIT_MEASURE,Value
2014,EN_MAT_DOMCMPG,MF4,KG_PER_CON_USD,0.29663
2015,EN_MAT_DOMCMPG,MF4,KG_PER_CON_USD,0.21866
2016,EN_MAT_DOMCMPG,MF4,KG_PER_CON_USD,0.08075
2017,EN_MAT_DOMCMPG,MF4,KG_PER_CON_USD,0.13606
2018,EN_MAT_DOMCMPG,MF4,KG_PER_CON_USD,0.14715
2019,EN_MAT_DOMCMPG,MF4,KG_PER_CON_USD,0.16063
2000,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.43417
2001,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.44121
2002,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.42751
2003,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.38372
2004,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.37527
2005,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.44179
2006,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.44256
2007,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.44087
2008,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.34921
2009,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.22398
2010,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.20158
2011,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.17721
2012,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.16076
2013,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.16034
2014,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.29663
2015,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.21866
2016,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.08075
2017,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.13606
2018,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.14715
2019,EN_MAT_DOMCMPG,MF41,KG_PER_CON_USD,0.16063
2000,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2001,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2002,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2003,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2004,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2005,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2006,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2007,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2008,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2009,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2010,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2011,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2012,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2013,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2014,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2015,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2016,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2017,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2018,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2019,EN_MAT_DOMCMPG,MF413,KG_PER_CON_USD,0.0
2000,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2001,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2002,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2003,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2004,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2005,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2006,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2007,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2008,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2009,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2010,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2011,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2012,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2013,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2014,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2015,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2016,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2017,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2018,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2019,EN_MAT_DOMCMPG,MF421,KG_PER_CON_USD,0.0
2000,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2001,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2002,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2003,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2004,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2005,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2006,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2007,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2008,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2009,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2010,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2011,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2012,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2013,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2014,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2015,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2016,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2017,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2018,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2019,EN_MAT_DOMCMPG,MF422,KG_PER_CON_USD,0.0
2000,EN_MAT_DOMCMPT,,T,61803969.47468
2001,EN_MAT_DOMCMPT,,T,63415730.98425
2002,EN_MAT_DOMCMPT,,T,61682542.53734
2003,EN_MAT_DOMCMPT,,T,55823334.4678
2004,EN_MAT_DOMCMPT,,T,61513908.84728
2005,EN_MAT_DOMCMPT,,T,54596049.15041
2006,EN_MAT_DOMCMPT,,T,55620332.32121
2007,EN_MAT_DOMCMPT,,T,48386420.77525
2008,EN_MAT_DOMCMPT,,T,41495754.13634
2009,EN_MAT_DOMCMPT,,T,46488545.90333
2010,EN_MAT_DOMCMPT,,T,56371267.71768
2011,EN_MAT_DOMCMPT,,T,66132886.90696
2012,EN_MAT_DOMCMPT,,T,74050706.46381
2013,EN_MAT_DOMCMPT,,T,71915267.93258
2014,EN_MAT_DOMCMPT,,T,71804579.17298
2015,EN_MAT_DOMCMPT,,T,72743447.22532
2016,EN_MAT_DOMCMPT,,T,74350140.88358
2017,EN_MAT_DOMCMPT,,T,76841586.54233
2018,EN_MAT_DOMCMPT,,T,83194372.15067
2019,EN_MAT_DOMCMPT,,T,84286171.7571
2000,EN_MAT_DOMCMPT,MF_AGG3A,T,7402158.0982
2001,EN_MAT_DOMCMPT,MF_AGG3A,T,7814614.015
2002,EN_MAT_DOMCMPT,MF_AGG3A,T,6299753.611
2003,EN_MAT_DOMCMPT,MF_AGG3A,T,2813456.21125
2004,EN_MAT_DOMCMPT,MF_AGG3A,T,2020500.0608
2005,EN_MAT_DOMCMPT,MF_AGG3A,T,3226366.88015
2006,EN_MAT_DOMCMPT,MF_AGG3A,T,1877242.39135
2007,EN_MAT_DOMCMPT,MF_AGG3A,T,136868.708
2008,EN_MAT_DOMCMPT,MF_AGG3A,T,1236192.12485
2009,EN_MAT_DOMCMPT,MF_AGG3A,T,3286412.7811
2010,EN_MAT_DOMCMPT,MF_AGG3A,T,4609662.78405
2011,EN_MAT_DOMCMPT,MF_AGG3A,T,6219433.19205
2012,EN_MAT_DOMCMPT,MF_AGG3A,T,9685364.82781
2013,EN_MAT_DOMCMPT,MF_AGG3A,T,7275652.17867
2014,EN_MAT_DOMCMPT,MF_AGG3A,T,8071245.31502
2015,EN_MAT_DOMCMPT,MF_AGG3A,T,10140381.07366
2016,EN_MAT_DOMCMPT,MF_AGG3A,T,11898857.16252
2017,EN_MAT_DOMCMPT,MF_AGG3A,T,11906090.60209
2018,EN_MAT_DOMCMPT,MF_AGG3A,T,12142196.22775
2019,EN_MAT_DOMCMPT,MF_AGG3A,T,12952126.86253
2000,EN_MAT_DOMCMPT,MF_AGG3B,T,781948.80513
2001,EN_MAT_DOMCMPT,MF_AGG3B,T,589037.28139
2002,EN_MAT_DOMCMPT,MF_AGG3B,T,7155260.94636
2003,EN_MAT_DOMCMPT,MF_AGG3B,T,2803610.85359
2004,EN_MAT_DOMCMPT,MF_AGG3B,T,258206.106
2005,EN_MAT_DOMCMPT,MF_AGG3B,T,676136.74482
2006,EN_MAT_DOMCMPT,MF_AGG3B,T,1101738.50381
2007,EN_MAT_DOMCMPT,MF_AGG3B,T,849569.1879
2008,EN_MAT_DOMCMPT,MF_AGG3B,T,729052.858
2009,EN_MAT_DOMCMPT,MF_AGG3B,T,638399.76737
2010,EN_MAT_DOMCMPT,MF_AGG3B,T,3964827.02033
2011,EN_MAT_DOMCMPT,MF_AGG3B,T,3898896.96223
2012,EN_MAT_DOMCMPT,MF_AGG3B,T,5744628.60472
2013,EN_MAT_DOMCMPT,MF_AGG3B,T,4774585.76232
2014,EN_MAT_DOMCMPT,MF_AGG3B,T,2457326.68225
2015,EN_MAT_DOMCMPT,MF_AGG3B,T,1785417.36032
2016,EN_MAT_DOMCMPT,MF_AGG3B,T,1150818.61606
2017,EN_MAT_DOMCMPT,MF_AGG3B,T,1468596.7799
2018,EN_MAT_DOMCMPT,MF_AGG3B,T,1530284.95287
2019,EN_MAT_DOMCMPT,MF_AGG3B,T,1616823.93213
2000,EN_MAT_DOMCMPT,MF1,T,36516318.27
2001,EN_MAT_DOMCMPT,MF1,T,37758311.26
2002,EN_MAT_DOMCMPT,MF1,T,30897918.34
2003,EN_MAT_DOMCMPT,MF1,T,33657492.85
2004,EN_MAT_DOMCMPT,MF1,T,39486682.66
2005,EN_MAT_DOMCMPT,MF1,T,32523556.96
2006,EN_MAT_DOMCMPT,MF1,T,37001357.36
2007,EN_MAT_DOMCMPT,MF1,T,33521287.25
2008,EN_MAT_DOMCMPT,MF1,T,28348801.06
2009,EN_MAT_DOMCMPT,MF1,T,30053419.16
2010,EN_MAT_DOMCMPT,MF1,T,33688396.06
2011,EN_MAT_DOMCMPT,MF1,T,33838786.16
2012,EN_MAT_DOMCMPT,MF1,T,35994919.15
2013,EN_MAT_DOMCMPT,MF1,T,35346089.43
2014,EN_MAT_DOMCMPT,MF1,T,32157667.07
2015,EN_MAT_DOMCMPT,MF1,T,31210227.03
2016,EN_MAT_DOMCMPT,MF1,T,31269807.60667
2017,EN_MAT_DOMCMPT,MF1,T,31582315.67335
2018,EN_MAT_DOMCMPT,MF1,T,31719551.96002
2019,EN_MAT_DOMCMPT,MF1,T,30951274.81044
2000,EN_MAT_DOMCMPT,MF11,T,6764472.0
2001,EN_MAT_DOMCMPT,MF11,T,7522858.0
2002,EN_MAT_DOMCMPT,MF11,T,6020340.0
2003,EN_MAT_DOMCMPT,MF11,T,7291942.0
2004,EN_MAT_DOMCMPT,MF11,T,8597528.0
2005,EN_MAT_DOMCMPT,MF11,T,6358368.0
2006,EN_MAT_DOMCMPT,MF11,T,8162361.0
2007,EN_MAT_DOMCMPT,MF11,T,6610738.0
2008,EN_MAT_DOMCMPT,MF11,T,5214925.0
2009,EN_MAT_DOMCMPT,MF11,T,5723283.0
2010,EN_MAT_DOMCMPT,MF11,T,6498357.0
2011,EN_MAT_DOMCMPT,MF11,T,6482295.0
2012,EN_MAT_DOMCMPT,MF11,T,7343098.0
2013,EN_MAT_DOMCMPT,MF11,T,7041953.0
2014,EN_MAT_DOMCMPT,MF11,T,6801833.0
2015,EN_MAT_DOMCMPT,MF11,T,6300401.0
2016,EN_MAT_DOMCMPT,MF11,T,6682522.0
2017,EN_MAT_DOMCMPT,MF11,T,6280652.0
2018,EN_MAT_DOMCMPT,MF11,T,5887479.0
2019,EN_MAT_DOMCMPT,MF11,T,5356308.90231
2000,EN_MAT_DOMCMPT,MF121,T,9586025.27
2001,EN_MAT_DOMCMPT,MF121,T,9706496.26
2002,EN_MAT_DOMCMPT,MF121,T,5540437.34
2003,EN_MAT_DOMCMPT,MF121,T,7628076.85
2004,EN_MAT_DOMCMPT,MF121,T,12511740.78
2005,EN_MAT_DOMCMPT,MF121,T,7758794.08
2006,EN_MAT_DOMCMPT,MF121,T,10681452.0
2007,EN_MAT_DOMCMPT,MF121,T,8568010.37
2008,EN_MAT_DOMCMPT,MF121,T,4897154.32
2009,EN_MAT_DOMCMPT,MF121,T,5094161.52
2010,EN_MAT_DOMCMPT,MF121,T,6788273.98
2011,EN_MAT_DOMCMPT,MF121,T,6251906.82
2012,EN_MAT_DOMCMPT,MF121,T,7341153.67
2013,EN_MAT_DOMCMPT,MF121,T,6709855.07
2014,EN_MAT_DOMCMPT,MF121,T,6711457.73
2015,EN_MAT_DOMCMPT,MF121,T,4960602.89
2016,EN_MAT_DOMCMPT,MF121,T,4637288.48
2017,EN_MAT_DOMCMPT,MF121,T,5381467.72
2018,EN_MAT_DOMCMPT,MF121,T,5477731.52
2019,EN_MAT_DOMCMPT,MF121,T,5124436.90043
2000,EN_MAT_DOMCMPT,MF122,T,14098602.0
2001,EN_MAT_DOMCMPT,MF122,T,14418060.0
2002,EN_MAT_DOMCMPT,MF122,T,13226424.0
2003,EN_MAT_DOMCMPT,MF122,T,12677457.0
2004,EN_MAT_DOMCMPT,MF122,T,12319178.0
2005,EN_MAT_DOMCMPT,MF122,T,12382196.0
2006,EN_MAT_DOMCMPT,MF122,T,11977496.0
2007,EN_MAT_DOMCMPT,MF122,T,12162805.0
2008,EN_MAT_DOMCMPT,MF122,T,12082744.9
2009,EN_MAT_DOMCMPT,MF122,T,13062435.0
2010,EN_MAT_DOMCMPT,MF122,T,14138134.6
2011,EN_MAT_DOMCMPT,MF122,T,14798326.9
2012,EN_MAT_DOMCMPT,MF122,T,14951475.0
2013,EN_MAT_DOMCMPT,MF122,T,15098333.0
2014,EN_MAT_DOMCMPT,MF122,T,12090115.9
2015,EN_MAT_DOMCMPT,MF122,T,13359198.5
2016,EN_MAT_DOMCMPT,MF122,T,13302720.64667
2017,EN_MAT_DOMCMPT,MF122,T,13255394.99335
2018,EN_MAT_DOMCMPT,MF122,T,13622002.64002
2019,EN_MAT_DOMCMPT,MF122,T,13731560.6942
2000,EN_MAT_DOMCMPT,MF13,T,6041616.0
2001,EN_MAT_DOMCMPT,MF13,T,6095588.0
2002,EN_MAT_DOMCMPT,MF13,T,6098604.0
2003,EN_MAT_DOMCMPT,MF13,T,6049516.0
2004,EN_MAT_DOMCMPT,MF13,T,6045767.88
2005,EN_MAT_DOMCMPT,MF13,T,6012303.88
2006,EN_MAT_DOMCMPT,MF13,T,6163156.36
2007,EN_MAT_DOMCMPT,MF13,T,6166969.88
2008,EN_MAT_DOMCMPT,MF13,T,6139448.84
2009,EN_MAT_DOMCMPT,MF13,T,6158561.64
2010,EN_MAT_DOMCMPT,MF13,T,6235742.48
2011,EN_MAT_DOMCMPT,MF13,T,6276065.44
2012,EN_MAT_DOMCMPT,MF13,T,6324319.48
2013,EN_MAT_DOMCMPT,MF13,T,6463056.36
2014,EN_MAT_DOMCMPT,MF13,T,6521576.44
2015,EN_MAT_DOMCMPT,MF13,T,6550881.64
2016,EN_MAT_DOMCMPT,MF13,T,6602094.48
2017,EN_MAT_DOMCMPT,MF13,T,6619428.96
2018,EN_MAT_DOMCMPT,MF13,T,6702382.8
2019,EN_MAT_DOMCMPT,MF13,T,6708152.11171
2000,EN_MAT_DOMCMPT,MF14,T,25603.0
2001,EN_MAT_DOMCMPT,MF14,T,15309.0
2002,EN_MAT_DOMCMPT,MF14,T,12113.0
2003,EN_MAT_DOMCMPT,MF14,T,10501.0
2004,EN_MAT_DOMCMPT,MF14,T,12468.0
2005,EN_MAT_DOMCMPT,MF14,T,11895.0
2006,EN_MAT_DOMCMPT,MF14,T,16892.0
2007,EN_MAT_DOMCMPT,MF14,T,12764.0
2008,EN_MAT_DOMCMPT,MF14,T,14528.0
2009,EN_MAT_DOMCMPT,MF14,T,14978.0
2010,EN_MAT_DOMCMPT,MF14,T,27888.0
2011,EN_MAT_DOMCMPT,MF14,T,30192.0
2012,EN_MAT_DOMCMPT,MF14,T,34873.0
2013,EN_MAT_DOMCMPT,MF14,T,32892.0
2014,EN_MAT_DOMCMPT,MF14,T,32684.0
2015,EN_MAT_DOMCMPT,MF14,T,39143.0
2016,EN_MAT_DOMCMPT,MF14,T,45182.0
2017,EN_MAT_DOMCMPT,MF14,T,45372.0
2018,EN_MAT_DOMCMPT,MF14,T,29956.0
2019,EN_MAT_DOMCMPT,MF14,T,30816.2018
2000,EN_MAT_DOMCMPT,MF2,T,11813979.47935
2001,EN_MAT_DOMCMPT,MF2,T,11276591.54287
2002,EN_MAT_DOMCMPT,MF2,T,11821973.20999
2003,EN_MAT_DOMCMPT,MF2,T,11720158.24196
2004,EN_MAT_DOMCMPT,MF2,T,15424286.33448
2005,EN_MAT_DOMCMPT,MF2,T,12729312.19045
2006,EN_MAT_DOMCMPT,MF2,T,11413777.83206
2007,EN_MAT_DOMCMPT,MF2,T,9412761.60535
2008,EN_MAT_DOMCMPT,MF2,T,7564522.32349
2009,EN_MAT_DOMCMPT,MF2,T,8584942.30086
2010,EN_MAT_DOMCMPT,MF2,T,8944135.1603
2011,EN_MAT_DOMCMPT,MF2,T,16297151.27069
2012,EN_MAT_DOMCMPT,MF2,T,16643626.46728
2013,EN_MAT_DOMCMPT,MF2,T,19283804.16958
2014,EN_MAT_DOMCMPT,MF2,T,20284236.81271
2015,EN_MAT_DOMCMPT,MF2,T,22053619.40234
2016,EN_MAT_DOMCMPT,MF2,T,25281770.43533
2017,EN_MAT_DOMCMPT,MF2,T,26123493.441
2018,EN_MAT_DOMCMPT,MF2,T,30244985.31802
2019,EN_MAT_DOMCMPT,MF2,T,31852497.80232
2000,EN_MAT_DOMCMPT,MF21,T,308941.19
2001,EN_MAT_DOMCMPT,MF21,T,206922.54
2002,EN_MAT_DOMCMPT,MF21,T,-374236.197
2003,EN_MAT_DOMCMPT,MF21,T,236368.169
2004,EN_MAT_DOMCMPT,MF21,T,-94039.671
2005,EN_MAT_DOMCMPT,MF21,T,-35083.652
2006,EN_MAT_DOMCMPT,MF21,T,63199.359
2007,EN_MAT_DOMCMPT,MF21,T,19913.491
2008,EN_MAT_DOMCMPT,MF21,T,19114.697
2009,EN_MAT_DOMCMPT,MF21,T,22016.991
2010,EN_MAT_DOMCMPT,MF21,T,-104147.813
2011,EN_MAT_DOMCMPT,MF21,T,46251.218
2012,EN_MAT_DOMCMPT,MF21,T,35772.12
2013,EN_MAT_DOMCMPT,MF21,T,-31835.334
2014,EN_MAT_DOMCMPT,MF21,T,-141565.849
2015,EN_MAT_DOMCMPT,MF21,T,718.402
2016,EN_MAT_DOMCMPT,MF21,T,46631.893
2017,EN_MAT_DOMCMPT,MF21,T,-149955.817
2018,EN_MAT_DOMCMPT,MF21,T,-220046.032
2019,EN_MAT_DOMCMPT,MF21,T,-220258.27
2000,EN_MAT_DOMCMPT,MF22,T,11505038.28935
2001,EN_MAT_DOMCMPT,MF22,T,11069669.00287
2002,EN_MAT_DOMCMPT,MF22,T,12196209.40699
2003,EN_MAT_DOMCMPT,MF22,T,11483790.07296
2004,EN_MAT_DOMCMPT,MF22,T,15518326.00548
2005,EN_MAT_DOMCMPT,MF22,T,12764395.84245
2006,EN_MAT_DOMCMPT,MF22,T,11350578.47306
2007,EN_MAT_DOMCMPT,MF22,T,9392848.11435
2008,EN_MAT_DOMCMPT,MF22,T,7545407.62649
2009,EN_MAT_DOMCMPT,MF22,T,8562925.30986
2010,EN_MAT_DOMCMPT,MF22,T,9048282.9733
2011,EN_MAT_DOMCMPT,MF22,T,16250900.05269
2012,EN_MAT_DOMCMPT,MF22,T,16607854.34728
2013,EN_MAT_DOMCMPT,MF22,T,19315639.50358
2014,EN_MAT_DOMCMPT,MF22,T,20425802.66171
2015,EN_MAT_DOMCMPT,MF22,T,22052901.00034
2016,EN_MAT_DOMCMPT,MF22,T,25235138.54233
2017,EN_MAT_DOMCMPT,MF22,T,26273449.258
2018,EN_MAT_DOMCMPT,MF22,T,30465031.35002
2019,EN_MAT_DOMCMPT,MF22,T,32072756.07232
2000,EN_MAT_DOMCMPT,MF3,T,8184106.90333
2001,EN_MAT_DOMCMPT,MF3,T,8403651.29639
2002,EN_MAT_DOMCMPT,MF3,T,13455014.55736
2003,EN_MAT_DOMCMPT,MF3,T,5617067.06484
2004,EN_MAT_DOMCMPT,MF3,T,2278706.1668
2005,EN_MAT_DOMCMPT,MF3,T,3902503.62497
2006,EN_MAT_DOMCMPT,MF3,T,2978980.89516
2007,EN_MAT_DOMCMPT,MF3,T,986437.8959
2008,EN_MAT_DOMCMPT,MF3,T,1965244.98285
2009,EN_MAT_DOMCMPT,MF3,T,3924812.54847
2010,EN_MAT_DOMCMPT,MF3,T,8574489.80438
2011,EN_MAT_DOMCMPT,MF3,T,10118330.15428
2012,EN_MAT_DOMCMPT,MF3,T,15429993.43253
2013,EN_MAT_DOMCMPT,MF3,T,12050237.94099
2014,EN_MAT_DOMCMPT,MF3,T,10528571.99727
2015,EN_MAT_DOMCMPT,MF3,T,11925798.43398
2016,EN_MAT_DOMCMPT,MF3,T,13049675.77857
2017,EN_MAT_DOMCMPT,MF3,T,13374687.38198
2018,EN_MAT_DOMCMPT,MF3,T,13672481.18063
2019,EN_MAT_DOMCMPT,MF3,T,14568950.79466
2000,EN_MAT_DOMCMPT,MF4,T,4496000.0
2001,EN_MAT_DOMCMPT,MF4,T,4560000.0
2002,EN_MAT_DOMCMPT,MF4,T,4156000.0
2003,EN_MAT_DOMCMPT,MF4,T,3452000.0
2004,EN_MAT_DOMCMPT,MF4,T,3253000.0
2005,EN_MAT_DOMCMPT,MF4,T,3674000.0
2006,EN_MAT_DOMCMPT,MF4,T,3547000.0
2007,EN_MAT_DOMCMPT,MF4,T,3418000.0
2008,EN_MAT_DOMCMPT,MF4,T,2579000.0
2009,EN_MAT_DOMCMPT,MF4,T,2638900.0
2010,EN_MAT_DOMCMPT,MF4,T,2842300.0
2011,EN_MAT_DOMCMPT,MF4,T,2853400.0
2012,EN_MAT_DOMCMPT,MF4,T,3019900.0
2013,EN_MAT_DOMCMPT,MF4,T,3071900.0
2014,EN_MAT_DOMCMPT,MF4,T,5818200.0
2015,EN_MAT_DOMCMPT,MF4,T,4365200.0
2016,EN_MAT_DOMCMPT,MF4,T,1624200.0
2017,EN_MAT_DOMCMPT,MF4,T,2865400.0
2018,EN_MAT_DOMCMPT,MF4,T,3248700.0
2019,EN_MAT_DOMCMPT,MF4,T,3259053.66545
2000,EN_MAT_DOMCMPT,MF41,T,4496000.0
2001,EN_MAT_DOMCMPT,MF41,T,4560000.0
2002,EN_MAT_DOMCMPT,MF41,T,4156000.0
2003,EN_MAT_DOMCMPT,MF41,T,3452000.0
2004,EN_MAT_DOMCMPT,MF41,T,3253000.0
2005,EN_MAT_DOMCMPT,MF41,T,3674000.0
2006,EN_MAT_DOMCMPT,MF41,T,3547000.0
2007,EN_MAT_DOMCMPT,MF41,T,3418000.0
2008,EN_MAT_DOMCMPT,MF41,T,2579000.0
2009,EN_MAT_DOMCMPT,MF41,T,2638900.0
2010,EN_MAT_DOMCMPT,MF41,T,2842300.0
2011,EN_MAT_DOMCMPT,MF41,T,2853400.0
2012,EN_MAT_DOMCMPT,MF41,T,3019900.0
2013,EN_MAT_DOMCMPT,MF41,T,3071900.0
2014,EN_MAT_DOMCMPT,MF41,T,5818200.0
2015,EN_MAT_DOMCMPT,MF41,T,4365200.0
2016,EN_MAT_DOMCMPT,MF41,T,1624200.0
2017,EN_MAT_DOMCMPT,MF41,T,2865400.0
2018,EN_MAT_DOMCMPT,MF41,T,3248700.0
2019,EN_MAT_DOMCMPT,MF41,T,3259053.66545
2000,EN_MAT_DOMCMPT,MF413,T,0.0
2001,EN_MAT_DOMCMPT,MF413,T,0.0
2002,EN_MAT_DOMCMPT,MF413,T,0.0
2003,EN_MAT_DOMCMPT,MF413,T,0.0
2004,EN_MAT_DOMCMPT,MF413,T,0.0
2005,EN_MAT_DOMCMPT,MF413,T,0.0
2006,EN_MAT_DOMCMPT,MF413,T,0.0
2007,EN_MAT_DOMCMPT,MF413,T,0.0
2008,EN_MAT_DOMCMPT,MF413,T,0.0
2009,EN_MAT_DOMCMPT,MF413,T,0.0
2010,EN_MAT_DOMCMPT,MF413,T,0.0
2011,EN_MAT_DOMCMPT,MF413,T,0.0
2012,EN_MAT_DOMCMPT,MF413,T,0.0
2013,EN_MAT_DOMCMPT,MF413,T,0.0
2014,EN_MAT_DOMCMPT,MF413,T,0.0
2015,EN_MAT_DOMCMPT,MF413,T,0.0
2016,EN_MAT_DOMCMPT,MF413,T,0.0
2017,EN_MAT_DOMCMPT,MF413,T,0.0
2018,EN_MAT_DOMCMPT,MF413,T,0.0
2019,EN_MAT_DOMCMPT,MF413,T,0.0
2000,EN_MAT_DOMCMPT,MF421,T,0.0
2001,EN_MAT_DOMCMPT,MF421,T,0.0
2002,EN_MAT_DOMCMPT,MF421,T,0.0
2003,EN_MAT_DOMCMPT,MF421,T,0.0
2004,EN_MAT_DOMCMPT,MF421,T,0.0
2005,EN_MAT_DOMCMPT,MF421,T,0.0
2006,EN_MAT_DOMCMPT,MF421,T,0.0
2007,EN_MAT_DOMCMPT,MF421,T,0.0
2008,EN_MAT_DOMCMPT,MF421,T,0.0
2009,EN_MAT_DOMCMPT,MF421,T,0.0
2010,EN_MAT_DOMCMPT,MF421,T,0.0
2011,EN_MAT_DOMCMPT,MF421,T,0.0
2012,EN_MAT_DOMCMPT,MF421,T,0.0
2013,EN_MAT_DOMCMPT,MF421,T,0.0
2014,EN_MAT_DOMCMPT,MF421,T,0.0
2015,EN_MAT_DOMCMPT,MF421,T,0.0
2016,EN_MAT_DOMCMPT,MF421,T,0.0
2017,EN_MAT_DOMCMPT,MF421,T,0.0
2018,EN_MAT_DOMCMPT,MF421,T,0.0
2019,EN_MAT_DOMCMPT,MF421,T,0.0
2000,EN_MAT_DOMCMPT,MF422,T,0.0
2001,EN_MAT_DOMCMPT,MF422,T,0.0
2002,EN_MAT_DOMCMPT,MF422,T,0.0
2003,EN_MAT_DOMCMPT,MF422,T,0.0
2004,EN_MAT_DOMCMPT,MF422,T,0.0
2005,EN_MAT_DOMCMPT,MF422,T,0.0
2006,EN_MAT_DOMCMPT,MF422,T,0.0
2007,EN_MAT_DOMCMPT,MF422,T,0.0
2008,EN_MAT_DOMCMPT,MF422,T,0.0
2009,EN_MAT_DOMCMPT,MF422,T,0.0
2010,EN_MAT_DOMCMPT,MF422,T,0.0
